locations	strings	cognateID	alignments
027/185	fäng	1	f ä ng
028/033	fang	1	f a ng
028/035	fank	1	f a n k
028/037	fang	1	f a ng
028/039	fang	1	f a ng
028/041	fang	1	f a ng
028/043	fang	1	f a ng
028/045	fank	1	f a n k
028/047	fang	1	f a ng
028/049	fang	1	f a ng
028/051	fang	1	f a ng
028/053	fang	1	f a ng
028/055	fang	1	f a ng
028/057	fang	1	f a ng
028/059	fang	1	f a ng
028/061	fang	1	f a ng
028/063	fang	1	f a ng
028/065	fang	1	f a ng
028/067	fang	1	f a ng
028/069	fang	1	f a ng
028/071	fang	1	f a ng
028/073	fang	1	f a ng
028/075	fang	1	f a ng
028/077	fang	1	f a ng
028/079	fäng	1	f ä ng
028/081	fang	1	f a ng
028/083	fang	1	f a ng
028/085	fang	1	f a ng
028/087	fang	1	f a ng
028/089	ward	1	w a r d
028/091	fang	1	f a ng
028/093	fang	1	f a ng
028/095	fang	1	f a ng
028/097	fang	1	f a ng
028/099	fäng	1	f ä ng
028/103	fäng	1	f ä ng
028/105	fäng	1	f ä ng
028/107	fäng	1	f ä ng
028/109	fäng	1	f ä ng
028/111	feng	1	f e ng
028/113	fäng	1	f ä ng
028/115	fäng	1	f ä ng
028/117	fäng	1	f ä ng
028/119	fäng	1	f ä ng
028/121	fäng	1	f ä ng
028/123	fäng	1	f ä ng
028/125	fäng	1	f ä ng
028/127	feng	1	f e ng
028/129	feng	1	f e ng
028/131	fink	1	f i n k
028/133	feng	1	f e ng
028/135	fäng	1	f ä ng
028/137	fäng	1	f ä ng
028/139	fenk	1	f e n k
028/141	fing	1	f i ng
028/143	fing	1	f i ng
028/145	fäng	1	f ä ng
028/147	fäng	1	f ä ng
028/151	fing	1	f i ng
028/153	fing	1	f i ng
028/155	fin	1	f i n
028/157	fing	1	f i ng
028/159	fing	1	f i ng
028/161	finn	1	f i nn
028/165	fäng	1	f ä ng
028/169	fing	1	f i ng
028/171	fang	1	f a ng
028/173	fähng	1	f äh ng
028/175	fäng	1	f ä ng
028/177	fäng	1	f ä ng
028/179	fäng	1	f ä ng
028/181	fäng	1	f ä ng
028/183	fäng	1	f ä ng
028/185	fäng	1	f ä ng
029/033	vang	1	v a ng
029/035	kummt	1	k u mm t
029/037	fang	1	f a ng
029/039	fang	1	f a ng
029/043	fang	1	f a ng
029/045	fang	1	f a ng
029/047	fang	1	f a ng
029/049	fang	1	f a ng
029/051	fang	1	f a ng
029/053	fang	1	f a ng
029/055	fang	1	f a ng
029/057	fang	1	f a ng
029/059	fang	1	f a ng
029/061	fang	1	f a ng
029/065	fang	1	f a ng
029/067	fang	1	f a ng
029/069	fang	1	f a ng
029/071	fang	1	f a ng
029/073	fang	1	f a ng
029/075	fang	1	f a ng
029/077	feeng	1	f ee ng
029/079	fäng	1	f ä ng
029/081	fang	1	f a ng
029/083	fang	1	f a ng
029/085	fang	1	f a ng
029/087	ward	1	w a r d
029/089	fang	1	f a ng
029/091	fang	1	f a ng
029/093	fang	1	f a ng
029/095	fang	1	f a ng
029/097	fäng	1	f ä ng
029/099	fäng	1	f ä ng
029/101	fäng	1	f ä ng
029/103	fäng	1	f ä ng
029/105	fäng	1	f ä ng
029/107	fäng	1	f ä ng
029/109	fäng	1	f ä ng
029/111	fäng	1	f ä ng
029/113	fäng	1	f ä ng
029/115	fäng	1	f ä ng
029/117	fäng	1	f ä ng
029/119	fäng	1	f ä ng
029/121	fäng	1	f ä ng
029/123	NA	NA	-
029/125	fäng	1	f ä ng
029/127	feng	1	f e ng
029/129	feng	1	f e ng
029/131	fäng	1	f ä ng
029/133	fäng	1	f ä ng
029/135	fing	1	f i ng
029/137	fink	1	f i n k
029/139	fänk	1	f ä n k
029/141	feng	1	f e ng
029/143	feng	1	f e ng
029/145	fing	1	f i ng
029/147	fing	1	f i ng
029/149	fehnk	1	f eh n k
029/151	NA	NA	-
029/153	fing	1	f i ng
029/155	fin	1	f i n
029/157	NA	NA	-
029/159	fing	1	f i ng
029/161	watt	1	w a tt
029/163	finng	1	f i nn g
029/165	fing	1	f i ng
029/167	fäng	1	f ä ng
029/169	fing	1	f i ng
029/171	fäng	1	f ä ng
029/173	fang	1	f a ng
029/175	fang	1	f a ng
029/177	fäng	1	f ä ng
029/181	fing	1	f i ng
030/033	NA	NA	-
030/035	vang	1	v a ng
030/037	vang	1	v a ng
030/039	fang	1	f a ng
030/041	fank	1	f a n k
030/043	fang	1	f a ng
030/045	fang	1	f a ng
030/047	fang	1	f a ng
030/049	fank	1	f a n k
030/051	fang	1	f a ng
030/053	fang	1	f a ng
030/055	fang	1	f a ng
030/057	fang	1	f a ng
030/059	fang	1	f a ng
030/061	fang	1	f a ng
030/065	fang	1	f a ng
030/067	fang	1	f a ng
030/071	fang	1	f a ng
030/073	fang	1	f a ng
030/075	fang	1	f a ng
030/077	fang	1	f a ng
030/079	fang	1	f a ng
030/081	fang	1	f a ng
030/083	NA	NA	-
030/085	feng	1	f e ng
030/087	fang	1	f a ng
030/089	fang	1	f a ng
030/091	fang	1	f a ng
030/093	fang	1	f a ng
030/095	fang	1	f a ng
030/097	fing	1	f i ng
030/099	fäng	1	f ä ng
030/101	fäng	1	f ä ng
030/103	fing	1	f i ng
030/105	fäng	1	f ä ng
030/107	fäng	1	f ä ng
030/109	fäng	1	f ä ng
030/111	fäng	1	f ä ng
030/113	fäng	1	f ä ng
030/115	fäng	1	f ä ng
030/117	fäng	1	f ä ng
030/119	fäng	1	f ä ng
030/121	fäng	1	f ä ng
030/123	fäng	1	f ä ng
030/125	fäng	1	f ä ng
030/127	fäng	1	f ä ng
030/129	fäng	1	f ä ng
030/131	fink	1	f i n k
030/133	feng	1	f e ng
030/135	feng	1	f e ng
030/137	feng	1	f e ng
030/139	feng	1	f e ng
030/141	NA	NA	-
030/143	fäng	1	f ä ng
030/145	fäng	1	f ä ng
030/147	fing	1	f i ng
030/149	fen	1	f e n
030/151	fing	1	f i ng
030/153	fing	1	f i ng
030/155	finng	1	f i nn g
030/157	fing	1	f i ng
030/159	fing	1	f i ng
030/161	fink	1	f i n k
030/163	fing	1	f i ng
030/165	fing	1	f i ng
030/167	fäng	1	f ä ng
030/169	fäng	1	f ä ng
030/171	fäng	1	f ä ng
030/173	fang	1	f a ng
030/175	fenk	1	f e n k
030/177	NA	NA	-
030/179	fin	1	f i n
030/181	fing	1	f i ng
030/183	fing	1	f i ng
031/035	vank	1	v a n k
031/037	vank	1	v a n k
031/039	fang	1	f a ng
031/041	fang	1	f a ng
031/043	fang	1	f a ng
031/045	fang	1	f a ng
031/047	fang	1	f a ng
031/049	fang	1	f a ng
031/051	fang	1	f a ng
031/053	fang	1	f a ng
031/055	fang	1	f a ng
031/057	fang	1	f a ng
031/059	fang	1	f a ng
031/061	fang	1	f a ng
031/063	fang	1	f a ng
031/065	fang	1	f a ng
031/067	fang	1	f a ng
031/069	fang	1	f a ng
031/071	fang	1	f a ng
031/073	fang	1	f a ng
031/075	fang	1	f a ng
031/077	fang	1	f a ng
031/079	fang	1	f a ng
031/081	fang	1	f a ng
031/083	fang	1	f a ng
031/085	fäng	1	f ä ng
031/087	fang	1	f a ng
031/089	fang	1	f a ng
031/091	fang	1	f a ng
031/093	fang	1	f a ng
031/095	fang	1	f a ng
031/097	fäng	1	f ä ng
031/099	fang	1	f a ng
031/101	fäng	1	f ä ng
031/103	fäng	1	f ä ng
031/105	fäng	1	f ä ng
031/107	fäng	1	f ä ng
031/109	fäng	1	f ä ng
031/111	fäng	1	f ä ng
031/113	fäng	1	f ä ng
031/115	fang	1	f a ng
031/117	fäng	1	f ä ng
031/119	fäng	1	f ä ng
031/121	fäng	1	f ä ng
031/123	fäng	1	f ä ng
031/125	fäng	1	f ä ng
031/127	fäng	1	f ä ng
031/129	fäng	1	f ä ng
031/131	fing	1	f i ng
031/133	fing	1	f i ng
031/135	fing	1	f i ng
031/137	fing	1	f i ng
031/139	fing	1	f i ng
031/141	fing	1	f i ng
031/143	fing	1	f i ng
031/145	fäng	1	f ä ng
031/147	fang	1	f a ng
031/149	fing	1	f i ng
031/151	fink	1	f i n k
031/153	fenk	1	f e n k
031/155	fing	1	f i ng
031/157	fing	1	f i ng
031/159	fing	1	f i ng
031/161	fing	1	f i ng
031/163	fing	1	f i ng
031/167	fäng	1	f ä ng
031/169	fang	1	f a ng
031/171	dout	1	d ou t
031/173	NA	NA	-
031/175	fink	1	f i n k
031/177	fing	1	f i ng
031/179	fäng	1	f ä ng
032/035	vank	1	v a n k
032/037	fang	1	f a ng
032/039	fang	1	f a ng
032/041	fang	1	f a ng
032/043	fank	1	f a n k
032/045	fang	1	f a ng
032/047	fang	1	f a ng
032/049	fang	1	f a ng
032/051	fang	1	f a ng
032/053	fang	1	f a ng
032/055	fang	1	f a ng
032/057	fang	1	f a ng
032/059	fang	1	f a ng
032/061	fang	1	f a ng
032/065	fang	1	f a ng
032/069	fang	1	f a ng
032/071	fang	1	f a ng
032/073	fang	1	f a ng
032/075	fang	1	f a ng
032/077	fang	1	f a ng
032/079	fang	1	f a ng
032/081	ward	1	w a r d
032/083	ward	1	w a r d
032/085	fäng	1	f ä ng
032/087	fang	1	f a ng
032/089	fang	1	f a ng
032/091	fang	1	f a ng
032/093	fang	1	f a ng
032/095	NA	NA	-
032/097	fang	1	f a ng
032/099	fäng	1	f ä ng
032/101	fäng	1	f ä ng
032/103	fäng	1	f ä ng
032/105	fäng	1	f ä ng
032/107	fäng	1	f ä ng
032/111	fäng	1	f ä ng
032/113	fäng	1	f ä ng
032/115	fäng	1	f ä ng
032/117	fäng	1	f ä ng
032/119	fäng	1	f ä ng
032/121	fäng	1	f ä ng
032/123	fäng	1	f ä ng
032/125	fäng	1	f ä ng
032/127	fäng	1	f ä ng
032/129	fäng	1	f ä ng
032/131	fäng	1	f ä ng
032/133	feng	1	f e ng
032/135	fing	1	f i ng
032/139	fäing	1	f äi ng
032/141	fenk	1	f e n k
032/143	feng	1	f e ng
032/145	feng	1	f e ng
032/147	NA	NA	-
032/149	finng	1	f i nn g
032/151	NA	NA	-
032/153	fing	1	f i ng
032/157	fing	1	f i ng
032/159	fing	1	f i ng
032/161	fing	1	f i ng
032/163	fing	1	f i ng
032/167	fäng	1	f ä ng
032/169	fang	1	f a ng
032/171	fang	1	f a ng
032/173	fang	1	f a ng
032/175	fing	1	f i ng
032/177	fäng	1	f ä ng
032/179	fenk	1	f e n k
032/181	fäng	1	f ä ng
032/183	fang	1	f a ng
033/035	fank	1	f a n k
033/037	vang	1	v a ng
033/039	fank	1	f a n k
033/041	fank	1	f a n k
033/043	fang	1	f a ng
033/045	fang	1	f a ng
033/047	fang	1	f a ng
033/049	fang	1	f a ng
033/051	fang	1	f a ng
033/053	fang	1	f a ng
033/055	fang	1	f a ng
033/057	fang	1	f a ng
033/059	fang	1	f a ng
033/061	fang	1	f a ng
033/063	fang	1	f a ng
033/065	fang	1	f a ng
033/067	fang	1	f a ng
033/069	fang	1	f a ng
033/071	fang	1	f a ng
033/073	fang	1	f a ng
033/075	fang	1	f a ng
033/077	fang	1	f a ng
033/079	fang	1	f a ng
033/081	fang	1	f a ng
033/083	fang	1	f a ng
033/085	fang	1	f a ng
033/087	fang	1	f a ng
033/089	fang	1	f a ng
033/091	fang	1	f a ng
033/093	fang	1	f a ng
033/095	fang	1	f a ng
033/097	fäng	1	f ä ng
033/099	fäng	1	f ä ng
033/101	fäng	1	f ä ng
033/103	fäng	1	f ä ng
033/105	fäng	1	f ä ng
033/107	fäng	1	f ä ng
033/109	fäng	1	f ä ng
033/111	fäng	1	f ä ng
033/113	fäng	1	f ä ng
033/115	fäng	1	f ä ng
033/117	fäng	1	f ä ng
033/119	fäng	1	f ä ng
033/121	fäng	1	f ä ng
033/123	fäng	1	f ä ng
033/125	fäng	1	f ä ng
033/127	fänk	1	f ä n k
033/129	fäng	1	f ä ng
033/131	fäng	1	f ä ng
033/133	fäng	1	f ä ng
033/135	fing	1	f i ng
033/137	fang	1	f a ng
033/139	fink	1	f i n k
033/141	fing	1	f i ng
033/143	fink	1	f i n k
033/145	feng	1	f e ng
033/147	feng	1	f e ng
033/149	feng	1	f e ng
033/151	fing	1	f i ng
033/153	deet	1	d ee t
033/155	fing	1	f i ng
033/159	fing	1	f i ng
033/161	fing	1	f i ng
033/163	fing	1	f i ng
033/165	fäng	1	f ä ng
033/167	fäng	1	f ä ng
033/169	NA	NA	-
033/173	feng	1	f e ng
033/175	fäng	1	f ä ng
033/177	fieng	1	f ie ng
034/035	fank	1	f a n k
034/039	NA	NA	-
034/041	fank	1	f a n k
034/043	fank	1	f a n k
034/045	fang	1	f a ng
034/047	fang	1	f a ng
034/049	fang	1	f a ng
034/051	fang	1	f a ng
034/053	fang	1	f a ng
034/055	fang	1	f a ng
034/057	fang	1	f a ng
034/059	fang	1	f a ng
034/061	fang	1	f a ng
034/063	fang	1	f a ng
034/065	fang	1	f a ng
034/067	fang	1	f a ng
034/069	fang	1	f a ng
034/071	fang	1	f a ng
034/073	fang	1	f a ng
034/075	fang	1	f a ng
034/077	fang	1	f a ng
034/079	fang	1	f a ng
034/081	fang	1	f a ng
034/083	fang	1	f a ng
034/085	fang	1	f a ng
034/087	fang	1	f a ng
034/089	fäng	1	f ä ng
034/091	fang	1	f a ng
034/093	fäng	1	f ä ng
034/095	fäng	1	f ä ng
034/097	fäng	1	f ä ng
034/099	fäng	1	f ä ng
034/101	fäng	1	f ä ng
034/103	fäng	1	f ä ng
034/105	fäng	1	f ä ng
034/107	fäng	1	f ä ng
034/109	fäng	1	f ä ng
034/111	fäng	1	f ä ng
034/113	fäng	1	f ä ng
034/115	fäng	1	f ä ng
034/117	fäng	1	f ä ng
034/119	fäng	1	f ä ng
034/121	fäng	1	f ä ng
034/125	fäng	1	f ä ng
034/127	fäng	1	f ä ng
034/129	fäng	1	f ä ng
034/131	fäng	1	f ä ng
034/133	fäng	1	f ä ng
034/135	fing	1	f i ng
034/137	feng	1	f e ng
034/139	feng	1	f e ng
034/141	fink	1	f i n k
034/143	feng	1	f e ng
034/145	feng	1	f e ng
034/147	fäng	1	f ä ng
034/149	fing	1	f i ng
034/151	fink	1	f i n k
034/155	fäng	1	f ä ng
034/157	fing	1	f i ng
034/161	feng	1	f e ng
034/163	fingg	1	f i n gg
034/165	fäng	1	f ä ng
034/167	fäng	1	f ä ng
034/169	fäng	1	f ä ng
034/173	fäng	1	f ä ng
035/035	fank	1	f a n k
035/037	fänk	1	f ä n k
035/039	fänk	1	f ä n k
035/041	fank	1	f a n k
035/043	fank	1	f a n k
035/045	fangk	1	f a ng k
035/047	fank	1	f a n k
035/049	fang	1	f a ng
035/051	fank	1	f a n k
035/053	fang	1	f a ng
035/055	fang	1	f a ng
035/057	fang	1	f a ng
035/059	fang	1	f a ng
035/061	fang	1	f a ng
035/063	fang	1	f a ng
035/065	fang	1	f a ng
035/067	fang	1	f a ng
035/069	NA	NA	-
035/071	fang	1	f a ng
035/073	fang	1	f a ng
035/075	fang	1	f a ng
035/077	fang	1	f a ng
035/079	fang	1	f a ng
035/081	fang	1	f a ng
035/083	fang	1	f a ng
035/085	feng	1	f e ng
035/087	fäng	1	f ä ng
035/089	fäng	1	f ä ng
035/091	fäng	1	f ä ng
035/093	fäng	1	f ä ng
035/095	fäng	1	f ä ng
035/097	fäng	1	f ä ng
035/099	fäng	1	f ä ng
035/101	fäng	1	f ä ng
035/103	fäng	1	f ä ng
035/105	fäng	1	f ä ng
035/107	fäng	1	f ä ng
035/109	fäng	1	f ä ng
035/111	fäng	1	f ä ng
035/113	fang	1	f a ng
035/115	fang	1	f a ng
035/117	fäng	1	f ä ng
035/121	fäng	1	f ä ng
035/123	fäng	1	f ä ng
035/125	fäng	1	f ä ng
035/127	fäng	1	f ä ng
035/129	fäng	1	f ä ng
035/133	fing	1	f i ng
035/135	fenk	1	f e n k
035/137	fing	1	f i ng
035/139	fing	1	f i ng
035/141	fing	1	f i ng
035/143	finng	1	f i nn g
035/145	feng	1	f e ng
035/147	fing	1	f i ng
035/149	fing	1	f i ng
035/151	fäng	1	f ä ng
035/153	fäng	1	f ä ng
035/155	fing	1	f i ng
035/157	fäng	1	f ä ng
035/165	fing	1	f i ng
035/167	fing	1	f i ng
035/169	fäng	1	f ä ng
035/171	fänk	1	f ä n k
035/173	det	1	d e t
036/033	fank	1	f a n k
036/035	fank	1	f a n k
036/039	fänk	1	f ä n k
036/041	fank	1	f a n k
036/043	fank	1	f a n k
036/045	fank	1	f a n k
036/047	fank	1	f a n k
036/049	fang	1	f a ng
036/051	fang	1	f a ng
036/053	fang	1	f a ng
036/055	fang	1	f a ng
036/057	fang	1	f a ng
036/059	fang	1	f a ng
036/061	fang	1	f a ng
036/063	fang	1	f a ng
036/065	fang	1	f a ng
036/067	fang	1	f a ng
036/069	fang	1	f a ng
036/071	fang	1	f a ng
036/073	fang	1	f a ng
036/075	fang	1	f a ng
036/077	fang	1	f a ng
036/079	fang	1	f a ng
036/081	fang	1	f a ng
036/083	fäng	1	f ä ng
036/085	fänk	1	f ä n k
036/087	fäng	1	f ä ng
036/089	fäng	1	f ä ng
036/091	fäng	1	f ä ng
036/095	fäng	1	f ä ng
036/097	fäng	1	f ä ng
036/099	fäng	1	f ä ng
036/101	fäng	1	f ä ng
036/103	fang	1	f a ng
036/105	fäng	1	f ä ng
036/107	fäng	1	f ä ng
036/109	fang	1	f a ng
036/111	fang	1	f a ng
036/113	fang	1	f a ng
036/115	fang	1	f a ng
036/117	fang	1	f a ng
036/119	fiäng	1	f iä ng
036/121	fenng	1	f e nn g
036/123	fäng	1	f ä ng
036/125	fäng	1	f ä ng
036/127	fäng	1	f ä ng
036/129	fäng	1	f ä ng
036/133	fink	1	f i n k
036/135	fäng	1	f ä ng
036/137	fäng	1	f ä ng
036/139	fäng	1	f ä ng
036/141	feng	1	f e ng
036/143	fing	1	f i ng
036/147	deet	1	d ee t
036/149	feng	1	f e ng
036/151	veng	1	v e ng
036/153	fäng	1	f ä ng
036/155	fing	1	f i ng
036/161	fäng	1	f ä ng
036/163	feng	1	f e ng
036/165	fäng	1	f ä ng
036/167	fäng	1	f ä ng
036/169	NA	NA	-
036/171	fäng	1	f ä ng
037/033	fank	1	f a n k
037/035	fang	1	f a ng
037/037	fenk	1	f e n k
037/039	fänk	1	f ä n k
037/041	fank	1	f a n k
037/043	fank	1	f a n k
037/045	fank	1	f a n k
037/047	fänk	1	f ä n k
037/049	fang	1	f a ng
037/051	fang	1	f a ng
037/053	fang	1	f a ng
037/055	fang	1	f a ng
037/057	fäng	1	f ä ng
037/059	fang	1	f a ng
037/061	fang	1	f a ng
037/063	fang	1	f a ng
037/065	fang	1	f a ng
037/067	fang	1	f a ng
037/069	fang	1	f a ng
037/071	fang	1	f a ng
037/073	fang	1	f a ng
037/075	fäng	1	f ä ng
037/077	fäng	1	f ä ng
037/079	fang	1	f a ng
037/081	fang	1	f a ng
037/083	fäng	1	f ä ng
037/085	feng	1	f e ng
037/087	fäng	1	f ä ng
037/089	fäng	1	f ä ng
037/091	fäng	1	f ä ng
037/093	fääng	1	f ää ng
037/095	fäng	1	f ä ng
037/097	fäng	1	f ä ng
037/099	fäng	1	f ä ng
037/101	fäng	1	f ä ng
037/105	fang	1	f a ng
037/107	fäng	1	f ä ng
037/109	fang	1	f a ng
037/111	fang	1	f a ng
037/113	fang	1	f a ng
037/115	fang	1	f a ng
037/117	fang	1	f a ng
037/119	fang	1	f a ng
037/121	fäng	1	f ä ng
037/123	fäng	1	f ä ng
037/125	fäng	1	f ä ng
037/127	fäng	1	f ä ng
037/129	fang	1	f a ng
037/131	fäng	1	f ä ng
037/133	fäng	1	f ä ng
037/135	fäng	1	f ä ng
037/137	fäng	1	f ä ng
037/139	fäng	1	f ä ng
037/141	fäng	1	f ä ng
037/145	fänk	1	f ä n k
037/147	fäng	1	f ä ng
037/149	fäng	1	f ä ng
037/151	feng	1	f e ng
037/153	fäng	1	f ä ng
037/155	fäng	1	f ä ng
037/157	fäng	1	f ä ng
037/159	wenk	1	w e n k
037/163	fenk	1	f e n k
037/171	fäng	1	f ä ng
038/033	fank	1	f a n k
038/035	fänk	1	f ä n k
038/037	fänk	1	f ä n k
038/039	fänk	1	f ä n k
038/041	fank	1	f a n k
038/043	fank	1	f a n k
038/045	fank	1	f a n k
038/047	fank	1	f a n k
038/049	fang	1	f a ng
038/051	fang	1	f a ng
038/053	fang	1	f a ng
038/055	fank	1	f a n k
038/057	fang	1	f a ng
038/059	fang	1	f a ng
038/061	fang	1	f a ng
038/063	fang	1	f a ng
038/065	fäng	1	f ä ng
038/067	fang	1	f a ng
038/069	fang	1	f a ng
038/071	fang	1	f a ng
038/073	fang	1	f a ng
038/075	fäng	1	f ä ng
038/077	fänk	1	f ä n k
038/079	fang	1	f a ng
038/081	fang	1	f a ng
038/083	fäng	1	f ä ng
038/085	fäng	1	f ä ng
038/087	fäng	1	f ä ng
038/089	fäng	1	f ä ng
038/091	fäng	1	f ä ng
038/093	fäng	1	f ä ng
038/095	feäng	1	f eä ng
038/097	fäng	1	f ä ng
038/099	fang	1	f a ng
038/101	fang	1	f a ng
038/103	fang	1	f a ng
038/105	NA	NA	-
038/107	fang	1	f a ng
038/109	fang	1	f a ng
038/111	fang	1	f a ng
038/113	fang	1	f a ng
038/115	fang	1	f a ng
038/117	fang	1	f a ng
038/119	fang	1	f a ng
038/121	fang	1	f a ng
038/123	fang	1	f a ng
038/125	fäng	1	f ä ng
038/127	fäng	1	f ä ng
038/129	fang	1	f a ng
038/131	fenng	1	f e nn g
038/133	fang	1	f a ng
038/135	fäng	1	f ä ng
038/145	fäng	1	f ä ng
038/147	fäng	1	f ä ng
038/149	feng	1	f e ng
038/151	fäng	1	f ä ng
038/153	fäng	1	f ä ng
038/155	NA	NA	-
038/159	fäng	1	f ä ng
038/161	feng	1	f e ng
038/163	fäng	1	f ä ng
039/029	NA	NA	-
039/031	vank	1	v a n k
039/033	fänk	1	f ä n k
039/035	fank	1	f a n k
039/037	fänk	1	f ä n k
039/039	fänk	1	f ä n k
039/041	fank	1	f a n k
039/043	fank	1	f a n k
039/045	fank	1	f a n k
039/047	fank	1	f a n k
039/049	fang	1	f a ng
039/051	fank	1	f a n k
039/053	fang	1	f a ng
039/055	fang	1	f a ng
039/057	fang	1	f a ng
039/059	fang	1	f a ng
039/061	fang	1	f a ng
039/063	fang	1	f a ng
039/065	fang	1	f a ng
039/067	fang	1	f a ng
039/069	fang	1	f a ng
039/071	fang	1	f a ng
039/073	fäng	1	f ä ng
039/075	fäng	1	f ä ng
039/077	fäng	1	f ä ng
039/079	fänk	1	f ä n k
039/081	fäng	1	f ä ng
039/083	fäng	1	f ä ng
039/085	fäng	1	f ä ng
039/087	fäng	1	f ä ng
039/089	fänj	1	f ä n j
039/091	fäng	1	f ä ng
039/093	fäng	1	f ä ng
039/095	fang	1	f a ng
039/097	fang	1	f a ng
039/099	fang	1	f a ng
039/101	fang	1	f a ng
039/103	fang	1	f a ng
039/105	fang	1	f a ng
039/107	fäng	1	f ä ng
039/109	duhet	1	d u h e t
039/111	fang	1	f a ng
039/113	fang	1	f a ng
039/115	fang	1	f a ng
039/117	fang	1	f a ng
039/119	fang	1	f a ng
039/121	fang	1	f a ng
039/123	fang	1	f a ng
039/125	fäng	1	f ä ng
039/127	fäng	1	f ä ng
039/129	fänk	1	f ä n k
039/131	fang	1	f a ng
039/133	fang	1	f a ng
039/135	fäng	1	f ä ng
039/137	fäng	1	f ä ng
039/139	NA	NA	-
039/149	feng	1	f e ng
039/151	feng	1	f e ng
039/153	fäng	1	f ä ng
039/155	fing	1	f i ng
040/029	fank	1	f a n k
040/031	kump	1	k u m p
040/033	fank	1	f a n k
040/035	fang	1	f a ng
040/037	fank	1	f a n k
040/039	fank	1	f a n k
040/041	fang	1	f a ng
040/043	fank	1	f a n k
040/045	kummt	1	k u mm t
040/047	fänk	1	f ä n k
040/049	fang	1	f a ng
040/051	fang	1	f a ng
040/053	fang	1	f a ng
040/055	fang	1	f a ng
040/057	fang	1	f a ng
040/059	fang	1	f a ng
040/061	fang	1	f a ng
040/063	fang	1	f a ng
040/065	fang	1	f a ng
040/067	fang	1	f a ng
040/069	fang	1	f a ng
040/071	fang	1	f a ng
040/073	fäng	1	f ä ng
040/075	fang	1	f a ng
040/077	fank	1	f a n k
040/079	fang	1	f a ng
040/081	fang	1	f a ng
040/083	fäng	1	f ä ng
040/085	fäng	1	f ä ng
040/087	fäng	1	f ä ng
040/089	fääng	1	f ää ng
040/091	fäing	1	f äi ng
040/093	fäng	1	f ä ng
040/095	fang	1	f a ng
040/097	fang	1	f a ng
040/099	fang	1	f a ng
040/101	fang	1	f a ng
040/103	fang	1	f a ng
040/105	fang	1	f a ng
040/107	fang	1	f a ng
040/109	NA	NA	-
040/111	fang	1	f a ng
040/113	fäng	1	f ä ng
040/115	fang	1	f a ng
040/119	fang	1	f a ng
040/121	fang	1	f a ng
040/123	fäng	1	f ä ng
040/125	fang	1	f a ng
040/127	fäng	1	f ä ng
040/129	fäng	1	f ä ng
040/131	fang	1	f a ng
040/133	NA	NA	-
040/135	NA	NA	-
040/137	fang	1	f a ng
040/141	fing	1	f i ng
040/143	fäng	1	f ä ng
040/149	fäng	1	f ä ng
040/153	fing	1	f i ng
040/155	fing	1	f i ng
041/031	fank	1	f a n k
041/033	fank	1	f a n k
041/035	fänk	1	f ä n k
041/037	fank	1	f a n k
041/039	fänk	1	f ä n k
041/041	fank	1	f a n k
041/043	fank	1	f a n k
041/045	fäng	1	f ä ng
041/047	fänk	1	f ä n k
041/049	fang	1	f a ng
041/051	fänk	1	f ä n k
041/053	fang	1	f a ng
041/055	fang	1	f a ng
041/057	fank	1	f a n k
041/059	fang	1	f a ng
041/061	fang	1	f a ng
041/063	fang	1	f a ng
041/065	fang	1	f a ng
041/067	fang	1	f a ng
041/069	fäng	1	f ä ng
041/071	fang	1	f a ng
041/073	fang	1	f a ng
041/075	fäng	1	f ä ng
041/077	fank	1	f a n k
041/079	fäng	1	f ä ng
041/081	fäng	1	f ä ng
041/083	fäng	1	f ä ng
041/085	fäng	1	f ä ng
041/087	fäng	1	f ä ng
041/089	fäng	1	f ä ng
041/091	fäng	1	f ä ng
041/093	fang	1	f a ng
041/095	fang	1	f a ng
041/097	fang	1	f a ng
041/099	fang	1	f a ng
041/101	fang	1	f a ng
041/103	fang	1	f a ng
041/105	fang	1	f a ng
041/107	fang	1	f a ng
041/109	fing	1	f i ng
041/111	NA	NA	-
041/113	fang	1	f a ng
041/115	fang	1	f a ng
041/117	fang	1	f a ng
041/119	fang	1	f a ng
041/121	fang	1	f a ng
041/123	fang	1	f a ng
041/125	fang	1	f a ng
041/127	fäng	1	f ä ng
041/129	feng	1	f e ng
041/131	fäng	1	f ä ng
041/133	fäng	1	f ä ng
041/135	fäng	1	f ä ng
041/139	fäng	1	f ä ng
041/141	fäng	1	f ä ng
041/145	fäng	1	f ä ng
041/147	fäng	1	f ä ng
041/153	fäng	1	f ä ng
041/155	fing	1	f i ng
041/157	fang	1	f a ng
041/159	fäng	1	f ä ng
041/161	feng	1	f e ng
042/033	fang	1	f a ng
042/035	fang	1	f a ng
042/037	fank	1	f a n k
042/039	vang	1	v a ng
042/041	fänk	1	f ä n k
042/043	fänk	1	f ä n k
042/045	fäng	1	f ä ng
042/047	fänk	1	f ä n k
042/051	fänk	1	f ä n k
042/053	fank	1	f a n k
042/055	fänk	1	f ä n k
042/057	fäng	1	f ä ng
042/059	fäng	1	f ä ng
042/061	fäng	1	f ä ng
042/063	fang	1	f a ng
042/065	fäng	1	f ä ng
042/067	fang	1	f a ng
042/069	fang	1	f a ng
042/071	fäng	1	f ä ng
042/073	fäng	1	f ä ng
042/075	fäng	1	f ä ng
